customer_id,age,gender,region,plan_type,months_active,monthly_fee,medical_consultations,app_clashes,primary_device,days_since_last_sync,promocode_applied,target_churn,expected_health_ltv
6b3675a4-4aee-4dc8,31.0,Female,East,Standard,63.0,32.02,4.0,2.0,Mobile,0.0,1.0,0,2974.3
dd2df499-c725-4564,42.0,Female,North,Standard,69.0,57.57,12.0,2.0,Desktop,0.0,0.0,0,6214.4
9a9595cc-638f-4a4b,42.0,Male,West,Basic,68.0,43.8,9.0,0.0,Tablet,3.0,1.0,1,3856.97
410d1140-042b-48b0,52.0,Female,West,Basic,24.0,29.7,9.0,0.0,Mobile,6.0,1.0,0,1892.98
3f016016-9f83-497a,40.0,Female,North,Standard,8.0,68.37,10.0,9.0,Tablet,9.0,1.0,1,1625.45
1ea621e2-a54e-4e68,44.0,Female,East,Standard,33.0,92.14,8.0,5.0,Desktop,0.0,1.0,1,4929.93
b77a5531-2934-44db,33.0,Female,East,Standard,51.0,75.19,10.0,1.0,Desktop,1.0,0.0,1,5910.96
5a8a1c7d-d829-41e1,42.0,Female,North,Basic,36.0,22.26,12.0,1.0,Tablet,1.0,1.0,0,1931.83
9038ae01-0ff4-41d2,29.0,Male,North,Basic,51.0,79.15,4.0,0.0,Mobile,0.0,1.0,0,4297.34
5c04a117-1b3b-492e,52.0,Female,North,Basic,31.0,83.07,12.0,0.0,Tablet,3.0,0.0,0,3727.12
dd058dc8-ae67-4e75,46.0,Female,North,STANDARD,1.0,73.92,5.0,1.0,Tablet,14.0,1.0,1,1358.27
3f54400b-5122-4415,23.0,MALE,West,Premium,4.0,79.78,10.0,1.0,Desktop,7.0,0.0,0,2261.92
60ca4479-b6e5-4706,32.0,Female,West,Basic,63.0,62.79,14.0,1.0,Mobile,0.0,1.0,0,4749.4
47dac0ab-6f76-49c5,,Male,East,Standard,36.0,54.53,6.0,1.0,Desktop,2.0,0.0,1,2980.49
343b0a53-70e5-4fa5,37.0,Female,East,Standard,67.0,25.51,6.0,1.0,Tablet,2.0,1.0,0,2964.59
61381017-9695-4ee0,,Female,North,Basic,22.0,72.98,7.0,1.0,Tablet,3.0,0.0,1,2338.75
9038b42f-97bd-410c,34.0,Male,North,Standard,36.0,85.76,2.0,2.0,Mobile,3.0,1.0,1,4413.57
50c46396-a3e7-4f3b,35.0,Female,East,Basic,58.0,37.04,6.0,2.0,Mobile,8.0,0.0,1,2984.52
f1b1aea6-5be2-4f18,42.0,Female,South,Basic,50.0,19.35,10.0,2.0,Tablet,2.0,0.0,1,1609.9
0a793e9a-aace-4a93,46.0,Male,West,Standard,36.0,61.8,10.0,0.0,Tablet,2.0,1.0,0,3830.55
77e0bce8-f0a9-4644,42.0,Female,East,Premium,56.0,23.16,11.0,0.0,Tablet,8.0,0.0,0,3879.32
42b0746f-9e87-4cf3,30.0,Male,West,Standard,28.0,21.32,8.0,0.0,Desktop,15.0,0.0,1,1438.8
0acd6a58-d0f9-4898,53.0,Male,North,Standard,54.0,29.09,6.0,0.0,Mobile,5.0,1.0,0,2915.15
6befd3f5-9c14-4c76,55.0,female,East,Basic,41.0,49.76,7.0,0.0,Desktop,4.0,1.0,0,3019.06
83ecbf47-5c65-4f75,64.0,Female,South,Standard,11.0,78.94,6.0,4.0,Mobile,14.0,0.0,1,2502.25
1e165974-eaee-4134,53.0,Female,North,Basic,59.0,26.78,7.0,0.0,Desktop,1.0,0.0,0,2395.89
91f683b4-acdb-4392,44.0,Female,North,Basic,55.0,69.14,9.0,1.0,Mobile,7.0,0.0,1,4840.56
c28159e0-f5eb-4763,18.0,Female,East,Premium,43.0,79.59,5.0,0.0,Desktop,11.0,0.0,1,6410.55
56a18938-8e9d-48d4,39.0,Male,East,Basic,36.0,20.34,2.0,1.0,Desktop,10.0,0.0,1,912.63
3fb97bc5-658e-487a,45.0,Male,West,Standard,50.0,87.12,8.0,4.0,Desktop,5.0,1.0,1,6379.75
93503d9a-ac0f-49cc,64.0,Female,East,Standard,4.0,29.97,11.0,2.0,Desktop,5.0,1.0,1,1086.2
6b8cfa53-778c-4a0f,46.0,Female,East,Basic,57.0,49.13,9.0,1.0,Mobile,2.0,0.0,0,3419.58
77913ae8-6484-42c4,55.0,Female,West,Standard,39.0,55.83,13.0,1.0,Mobile,2.0,0.0,0,4129.99
571bd8bd-7c0c-4a0d,46.0,Female,North,Basic,63.0,20.84,5.0,1.0,Desktop,16.0,0.0,1,2093.96
5ac91193-061d-4b0e,65.0,Male,West,Premium,12.0,18.43,8.0,0.0,Desktop,,0.0,0,2312.97
76882595-497c-43bf,27.0,Male,West,Standard,39.0,44.06,11.0,2.0,Mobile,22.0,0.0,1,2934.97
ff4290fe-7d30-4db8,46.0,Male,North,Basic,35.0,78.75,10.0,2.0,Mobile,3.0,0.0,1,3911.76
c4debb1e-3ffa-41bb,41.0,Female,East,Basic,43.0,65.78,5.0,5.0,Mobile,4.0,1.0,1,3353.04
51156747-9b93-4e8b,31.0,Female,South,Basic,33.0,85.32,5.0,0.0,Mobile,1.0,1.0,1,3315.31
32d8bc51-dd99-4564,53.0,Female,North,Standard,50.0,83.46,9.0,0.0,Mobile,3.0,1.0,0,6571.39
85586f41-d3f8-47d8,19.0,Female,South,Standard,24.0,46.36,7.0,1.0,Desktop,4.0,0.0,1,1863.87
849c06e5-5690-4ccc,41.0,Male,North,Basic,61.0,21.46,3.0,1.0,Mobile,4.0,0.0,1,1872.84
312a28be-c7fe-4168,36.0,Female,East,Basic,54.0,22.89,8.0,0.0,Mobile,16.0,1.0,0,1895.35
b9c4bf75-5e75-4289,48.0,Male,East,Standard,22.0,75.59,6.0,3.0,Desktop,3.0,0.0,1,2794.22
c14961dd-767a-40b9,22.0,Female,West,Basic,37.0,83.34,11.0,1.0,Desktop,7.0,1.0,0,3742.2
1e0a7fe2-e3ac-45c1,26.0,Female,South,Basic,32.0,23.25,3.0,0.0,Mobile,28.0,0.0,1,1093.2
529a97e6-5edd-4704,18.0,MALE,North,Standard,60.0,89.34,10.0,3.0,Desktop,1.0,0.0,1,7208.55
f3d8c4af-312d-4a30,56.0,Male,East,Standard,63.0,90.78,5.0,4.0,Tablet,5.0,0.0,1,7848.86
f17a9a85-cc67-4f7e,59.0,Female,South,Standard,41.0,87.48,6.0,6.0,Mobile,2.0,0.0,1,6034.21
e9b5ac77-2329-4c28,48.0,Female,East,Standard,44.0,65.98,5.0,5.0,Mobile,2.0,1.0,1,4241.98
055ad824-b340-45ce,18.0,Female,West,Standard,44.0,34.51,10.0,2.0,Mobile,2.0,0.0,0,2754.09
77494d49-b7e0-44c0,38.0,Female,South,Basic,19.0,87.26,7.0,1.0,Mobile,9.0,0.0,1,1777.76
79c8b778-2712-467c,35.0,Female,South,Standard,31.0,71.8,4.0,1.0,Desktop,17.0,0.0,1,3552.34
9ed44d87-ff00-43e1,57.0,Female,West,Standard,12.0,53.23,6.0,4.0,Desktop,8.0,0.0,1,1189.89
20912216-06ae-4a8d,24.0,Female,South,Premium,54.0,57.05,7.0,2.0,Desktop,4.0,0.0,1,5980.33
d75744ad-e171-491a,47.0,Male,West,Standard,53.0,90.84,5.0,0.0,Mobile,13.0,0.0,1,7391.35
3c0c3595-0e3c-4242,28.0,Male,East,Standard,17.0,94.89,8.0,0.0,Desktop,6.0,1.0,0,1945.77
1cc0a73b-f1ac-4cfc,63.0,Male,South,Basic,55.0,86.29,6.0,0.0,Mobile,8.0,0.0,1,5870.99
16190ffc-307b-4edc,56.0,Male,West,Basic,29.0,35.48,9.0,2.0,Desktop,,0.0,1,1971.39
d08f2888-6769-4e31,49.0,Male,North,Standard,46.0,28.41,12.0,1.0,Mobile,5.0,1.0,1,3020.33
5324860b-72cf-4fbb,30.0,Female,South,Standard,57.0,23.83,12.0,0.0,Desktop,0.0,1.0,0,2466.54
3a97d1a8-c77d-4765,33.0,Male,North,Basic,42.0,34.63,5.0,1.0,Mobile,3.0,0.0,1,2027.55
05bcf770-2f98-4a10,60.0,Female,South,Premium,45.0,39.08,4.0,0.0,Mobile,2.0,0.0,0,3720.25
5413f997-2ccf-424e,57.0,Male,West,Basic,32.0,73.41,5.0,0.0,Mobile,0.0,0.0,0,3255.1
1d528bce-991e-481a,40.0,Male,East,Basic,47.0,87.02,8.0,1.0,Mobile,4.0,1.0,1,4569.78
1940ca90-a51b-49d8,41.0,Male,North,Premium,56.0,55.59,9.0,1.0,Mobile,10.0,1.0,1,6914.94
033f4ad4-cfc5-413c,71.0,Male,North,Basic,43.0,56.71,6.0,0.0,Desktop,5.0,0.0,0,3638.31
18390b50-8dcf-4eb3,52.0,Male,East,Standard,63.0,37.39,8.0,0.0,Mobile,4.0,0.0,0,4082.8
a0a97ac4-b371-4825,27.0,Female,West,STANDARD,31.0,17.92,11.0,0.0,Desktop,6.0,1.0,0,1751.17
283b7847-8f2b-411d,32.0,Male,North,Basic,2.0,,5.0,0.0,Mobile,7.0,0.0,1,971.13
ef9f2370-20be-4bee,31.0,Male,South,Standard,59.0,93.88,9.0,0.0,Tablet,1.0,1.0,0,7665.98
0fae2efc-3448-431d,50.0,Female,West,Standard,36.0,49.16,11.0,3.0,Desktop,,1.0,1,3215.54
5c1f1274-96aa-4875,35.0,Female,West,Standard,63.0,77.97,4.0,1.0,Mobile,4.0,0.0,1,6630.3
982bfc63-49a7-46e6,45.0,Female,East,Basic,18.0,17.14,5.0,1.0,Tablet,8.0,0.0,1,855.95
6652a486-6e23-4084,30.0,Male,South,Standard,32.0,22.31,12.0,0.0,Tablet,5.0,0.0,0,1257.26
e6db0b20-0f1f-4679,28.0,Male,South,Standard,49.0,46.25,10.0,1.0,Mobile,12.0,0.0,1,3564.82
c6ae4e6e-7a1d-45d3,32.0,Female,West,Basic,21.0,50.82,8.0,7.0,Desktop,10.0,0.0,1,1834.39
f411a115-cd87-4134,27.0,Male,East,Standard,32.0,68.22,7.0,0.0,Mobile,12.0,1.0,0,3470.43
a0579eb2-b485-4a3d,33.0,Male,North,Basic,57.0,32.35,7.0,0.0,Mobile,2.0,0.0,0,2591.76
dd2f4bba-1dc6-4723,26.0,Male,North,Standard,69.0,61.55,8.0,1.0,Mobile,,0.0,0,5949.18
b5f88d34-ef80-4c33,,Male,North,Basic,17.0,57.81,12.0,1.0,Mobile,14.0,0.0,0,2181.14
75bf3a3b-2a08-4609,65.0,Female,South,Standard,59.0,66.9,10.0,1.0,Desktop,8.0,0.0,0,5965.75
c439ab86-4573-4a2c,40.0,Female,North,Premium,60.0,89.13,7.0,2.0,Mobile,3.0,0.0,0,9704.06
41c0e3f9-363a-41c2,26.0,Female,West,Standard,28.0,41.81,12.0,1.0,Mobile,5.0,0.0,0,2470.33
87695147-b6b4-43a3,32.0,Male,South,basic_plan,58.0,22.86,11.0,1.0,Desktop,,0.0,0,1856.73
85433ded-7c4e-410f,43.0,Female,West,Basic,26.0,74.42,5.0,0.0,Mobile,1.0,0.0,1,2287.07
40059ef7-f6e0-4431,59.0,Male,North,Basic,65.0,45.64,9.0,1.0,Mobile,13.0,1.0,1,3790.44
dad4e25c-eea7-4bd9,30.0,Male,South,Basic,39.0,84.28,11.0,0.0,Tablet,1.0,0.0,0,3736.63
dad0d215-b2a0-4d77,33.0,Female,South,Basic,50.0,70.76,4.0,0.0,Mobile,8.0,1.0,1,4416.39
4a7f819a-d866-40c7,31.0,Male,North,Basic,34.0,37.51,9.0,3.0,Desktop,1.0,0.0,1,2029.07
269e9312-6869-4060,26.0,Female,North,Basic,49.0,26.47,10.0,0.0,Mobile,4.0,1.0,0,2165.52
230cb8fe-de0e-4751,56.0,Male,South,Basic,33.0,27.01,4.0,4.0,Tablet,8.0,0.0,1,1710.19
52d1b43a-68f4-456b,48.0,Male,North,Basic,42.0,24.35,6.0,0.0,Mobile,4.0,0.0,0,1994.78
1f8b461e-dc71-4b44,40.0,Male,North,Basic,41.0,39.09,6.0,0.0,Mobile,,0.0,1,2913.65
7a1b4dfc-344f-406d,60.0,Male,South,Basic,1.0,48.52,8.0,2.0,Desktop,1.0,0.0,0,703.53
8903ce46-ba6b-44d7,59.0,Female,East,Standard,54.0,86.37,10.0,0.0,Tablet,10.0,0.0,0,6960.87
86e52c9a-e722-4a6a,40.0,Female,East,Basic,16.0,60.29,9.0,4.0,Tablet,15.0,0.0,1,2136.51
e6453ea9-64bd-4258,30.0,Female,East,Standard,16.0,18.75,11.0,0.0,Tablet,3.0,1.0,0,875.22
fc0b7489-0b43-4d4f,39.0,Female,North,Basic,52.0,57.12,8.0,0.0,Mobile,1.0,0.0,1,3335.23
eb41ae76-2e6a-4df0,44.0,Female,South,basic_plan,44.0,41.41,6.0,3.0,Mobile,2.0,0.0,1,2033.79
3c4d91c1-fc75-4c85,26.0,Male,East,Basic,32.0,27.63,6.0,5.0,Desktop,10.0,0.0,1,1158.19
6e93778a-0b2d-42df,51.0,Male,East,Premium,69.0,70.41,8.0,0.0,Tablet,0.0,0.0,0,9497.81
25d8a5e6-2432-4857,47.0,Male,North,Standard,37.0,83.63,10.0,2.0,Desktop,1.0,0.0,0,5199.17
a5e05f26-a5a7-4d69,43.0,Female,West,Basic,57.0,17.06,4.0,0.0,Desktop,6.0,0.0,0,1700.06
31d04f90-fa6e-49a1,50.0,Male,South,Standard,55.0,91.9,8.0,6.0,Desktop,3.0,0.0,1,7533.81
bb06d9ae-5b18-41ef,43.0,Female,North,Basic,9.0,17.8,7.0,1.0,Desktop,,0.0,0,1161.57
6ad9345d-c332-46d8,38.0,Male,East,Standard,43.0,29.67,9.0,1.0,Mobile,9.0,0.0,1,2608.41
d2660efa-2876-4a0d,53.0,Female,South,Standard,13.0,60.57,7.0,0.0,Desktop,12.0,0.0,0,2245.62
cb05f9ff-4307-4822,42.0,Female,North,Premium,5.0,22.37,7.0,0.0,Tablet,11.0,0.0,0,1460.56
8053055e-10a1-4a07,52.0,Male,West,Standard,63.0,40.47,10.0,0.0,Mobile,5.0,1.0,0,4735.67
b166ada4-13ba-47c1,44.0,Female,South,Standard,3.0,32.53,7.0,1.0,Desktop,4.0,1.0,0,691.78
f1388de1-ae5c-46a0,30.0,Male,South,Standard,30.0,63.44,7.0,6.0,Desktop,0.0,0.0,1,3659.38
afa44042-3dd7-4600,,Female,East,Standard,56.0,83.58,6.0,0.0,Mobile,8.0,0.0,0,7178.54
34229751-d999-447c,51.0,Female,South,Standard,31.0,72.79,11.0,2.0,Desktop,4.0,1.0,0,4266.76
da1dc39c-7ddc-4d79,56.0,Male,East,Standard,71.0,68.17,6.0,8.0,Desktop,3.0,0.0,1,7468.6
f7618ca1-4ca2-448d,49.0,Male,East,Basic,5.0,80.93,7.0,2.0,Desktop,3.0,0.0,1,1697.76
eed961d8-7e43-4c2c,45.0,Male,North,Standard,31.0,34.8,8.0,1.0,Tablet,5.0,0.0,0,2571.5
885dc827-eb27-4e20,61.0,Male,North,Standard,34.0,52.18,9.0,1.0,Mobile,8.0,0.0,0,3058.89
eece1d2c-3fb4-4099,58.0,Female,East,Basic,38.0,45.96,11.0,0.0,Tablet,19.0,0.0,0,2628.72
6d9c72c3-3889-41ff,20.0,Female,West,Basic,71.0,40.72,13.0,2.0,Mobile,27.0,1.0,1,3676.75
b53e717d-5599-4a0d,32.0,Male,North,Premium,47.0,37.73,7.0,4.0,Mobile,30.0,0.0,1,4060.45
c8c100e5-5199-4947,48.0,Female,South,Premium,57.0,63.5,5.0,0.0,Mobile,,0.0,0,6612.48
be07c80f-5ffd-4a46,32.0,Female,West,Basic,39.0,81.61,11.0,3.0,Tablet,6.0,0.0,1,4498.88
d90482bf-4e37-4d15,40.0,Male,South,basic_plan,32.0,89.05,11.0,0.0,Mobile,23.0,0.0,0,3819.71
9cc5cc8f-6dee-4dbf,43.0,Female,East,Premium,1.0,83.41,8.0,5.0,Mobile,9.0,0.0,1,1759.89
b75b9c57-807a-4e33,47.0,Male,West,STANDARD,30.0,92.36,4.0,2.0,Mobile,6.0,0.0,1,4468.59
82c7edf0-8ab0-4a28,35.0,Male,South,Premium,70.0,78.48,7.0,0.0,Desktop,17.0,0.0,0,9796.97
dc8b862d-625e-47c7,39.0,Female,South,Standard,31.0,46.23,11.0,1.0,Tablet,0.0,0.0,0,2842.44
938caeff-e058-452a,53.0,female,West,Basic,42.0,63.51,4.0,4.0,Desktop,4.0,1.0,1,3319.15
01b933ef-58e9-4983,46.0,Female,East,Basic,48.0,15.32,4.0,0.0,Desktop,8.0,0.0,1,1042.76
b26b7048-b910-40a7,30.0,Female,North,Basic,52.0,20.85,16.0,1.0,Tablet,5.0,1.0,0,1377.31
53fc298f-e3ed-4c0a,22.0,Female,East,Standard,4.0,62.27,6.0,0.0,Mobile,12.0,1.0,1,1221.74
eba13cc7-20c5-4160,54.0,Female,East,Basic,67.0,,9.0,0.0,Mobile,4.0,1.0,0,4084.76
532b0675-f4fb-4404,46.0,Female,East,Basic,20.0,77.34,6.0,5.0,Mobile,3.0,0.0,1,2766.11
75c5b05e-ca3c-4405,45.0,Female,East,Standard,4.0,91.14,10.0,0.0,Tablet,5.0,1.0,1,1527.49
0a68d88d-f88f-4dc4,60.0,Male,North,Standard,50.0,88.6,5.0,1.0,Mobile,2.0,0.0,1,6716.94
751c0888-e591-4db5,37.0,Male,West,Premium,66.0,62.22,9.0,2.0,Desktop,25.0,0.0,1,7876.26
8e6e15b8-fdb1-4078,30.0,Male,East,Standard,10.0,80.5,9.0,0.0,Desktop,5.0,1.0,0,1924.09
c86ddf6b-78ff-435f,28.0,female,North,Basic,66.0,78.54,4.0,0.0,Desktop,2.0,1.0,1,5677.95
274445b5-e37d-455f,48.0,Female,East,Standard,23.0,29.24,10.0,4.0,Mobile,18.0,0.0,1,2099.43
1112b297-8b3e-4be2,58.0,Female,West,Basic,41.0,40.75,13.0,1.0,Tablet,4.0,0.0,0,2408.41
0959c288-269c-410c,18.0,Male,West,Basic,44.0,35.32,7.0,2.0,Desktop,2.0,0.0,0,2477.94
51e73adf-911f-4e84,40.0,Female,West,Basic,31.0,82.57,9.0,0.0,Desktop,9.0,0.0,0,3276.55
f2de1fbd-724f-47d6,43.0,Female,South,Standard,41.0,51.46,12.0,0.0,Tablet,29.0,0.0,0,4094.26
cadba188-e74c-4ec9,27.0,Female,South,Premium,40.0,27.73,3.0,1.0,Mobile,3.0,1.0,0,2580.26
4048fa78-6182-4468,22.0,Female,North,Premium,49.0,85.87,5.0,0.0,Desktop,0.0,0.0,1,6948.45
2d735f77-bd08-4432,45.0,Female,North,Standard,53.0,57.99,9.0,1.0,Desktop,6.0,0.0,1,4973.09
3c2463f6-101a-4aa0,55.0,Female,West,Basic,70.0,40.13,9.0,1.0,Mobile,18.0,0.0,1,3515.22
d8086973-cc05-450e,35.0,female,East,Basic,23.0,21.87,10.0,2.0,Mobile,7.0,0.0,1,1652.77
a939be27-43ad-487c,34.0,Female,East,Basic,58.0,52.18,11.0,3.0,Tablet,7.0,1.0,0,4002.33
657f2e75-12f5-496d,21.0,Female,West,Standard,17.0,49.72,8.0,4.0,Desktop,9.0,0.0,1,2380.65
beb13390-e828-424e,43.0,Female,North,Basic,20.0,41.49,8.0,2.0,Mobile,4.0,0.0,1,1701.73
a15cd9b4-6508-4352,57.0,Male,East,Standard,15.0,18.33,11.0,1.0,Desktop,1.0,0.0,0,2030.66
15547404-51c9-4945,28.0,Male,West,Premium,51.0,77.24,8.0,0.0,Desktop,5.0,0.0,1,6924.44
e9573706-c312-451a,38.0,Male,South,Basic,45.0,67.24,9.0,1.0,Mobile,17.0,1.0,1,3780.25
bb43c166-45f2-460c,43.0,Male,North,Premium,10.0,43.21,5.0,1.0,Desktop,3.0,1.0,0,1344.05
a5f01be5-5c42-4e7b,,Female,South,Basic,70.0,48.68,7.0,1.0,Mobile,3.0,0.0,1,3932.06
0f904bbb-173e-488a,50.0,Male,North,Basic,28.0,59.05,4.0,2.0,Desktop,4.0,0.0,1,2432.17
4f60dfa4-4d4d-40b2,40.0,Male,West,Basic,52.0,81.04,10.0,0.0,Mobile,1.0,1.0,0,4695.55
b76af82f-9534-4825,40.0,Male,South,Standard,64.0,32.1,7.0,0.0,Mobile,3.0,1.0,0,3133.64
96387c4e-7fa8-4127,49.0,Male,West,Basic,70.0,30.49,4.0,0.0,Desktop,2.0,0.0,1,2502.75
1c5bc08b-c729-4fef,55.0,Male,East,Standard,57.0,20.1,7.0,1.0,Desktop,2.0,1.0,0,2112.41
f75f3e35-ae6f-4e70,36.0,MALE,North,Standard,40.0,,7.0,2.0,Desktop,7.0,1.0,1,3534.07
e3e14cab-545a-40ea,67.0,Female,East,Standard,54.0,40.33,15.0,2.0,Mobile,1.0,0.0,0,4348.05
5b92d361-24d5-469d,46.0,Female,West,Premium,13.0,35.58,8.0,1.0,Mobile,2.0,1.0,1,2283.55
fa63a147-7ef6-4bc7,25.0,Female,East,Standard,5.0,44.01,8.0,2.0,Desktop,0.0,0.0,1,1123.63
6498d0f1-c395-4d0c,36.0,Male,East,Basic,59.0,22.11,9.0,1.0,Desktop,3.0,0.0,1,1875.75
4c93c364-5e0c-48b8,56.0,Female,East,Basic,13.0,46.77,10.0,5.0,Mobile,11.0,0.0,1,1237.17
438f9edd-1bd1-4a82,42.0,Female,East,Standard,50.0,54.23,5.0,0.0,Mobile,11.0,1.0,1,4272.17
28ff764b-4464-4f6c,35.0,MALE,East,Standard,45.0,65.85,7.0,0.0,Desktop,4.0,1.0,0,5046.46
ec6cae0b-1e81-4b27,52.0,Male,East,Basic,59.0,32.41,9.0,7.0,Mobile,5.0,0.0,1,2651.35
765b1372-749d-4a31,30.0,Male,East,Standard,69.0,20.9,8.0,6.0,Desktop,12.0,0.0,1,2135.77
cf888402-5d43-4fb9,18.0,Female,North,Standard,36.0,72.36,7.0,1.0,Desktop,2.0,0.0,1,4602.93
3329aa5f-933c-4bc5,39.0,MALE,West,Basic,14.0,67.98,9.0,0.0,Desktop,14.0,0.0,1,1682.93
d469b266-b04d-46fe,69.0,Female,West,Standard,19.0,42.8,9.0,1.0,Mobile,1.0,0.0,1,2204.6
aee32de3-e951-41b8,43.0,Male,East,Standard,19.0,83.06,5.0,5.0,Desktop,3.0,0.0,0,3376.68
b354c337-95ae-4a99,33.0,Male,West,Basic,39.0,75.1,8.0,0.0,Desktop,23.0,0.0,1,3441.98
3df41d2a-33cf-4a22,34.0,Male,East,Basic,38.0,89.71,10.0,2.0,Tablet,2.0,1.0,1,3772.96
4fe945b0-19d9-4a58,38.0,Female,East,Standard,11.0,66.42,12.0,4.0,Mobile,3.0,1.0,1,2418.98
94c1a7bb-2c2a-473b,46.0,Female,North,Standard,1.0,38.04,16.0,1.0,Mobile,5.0,1.0,0,1896.53
32a7b460-12ed-4e91,37.0,Female,South,STANDARD,29.0,84.56,9.0,0.0,Tablet,2.0,0.0,0,4118.31
e896b306-880c-4e2c,41.0,Female,West,Standard,40.0,86.41,3.0,0.0,Desktop,3.0,0.0,1,5154.33
7c6bbb5e-f859-40c4,44.0,Female,North,Standard,46.0,88.68,4.0,0.0,Tablet,5.0,0.0,1,5771.57
acab90ed-63fc-4805,40.0,Male,East,Standard,15.0,39.22,15.0,0.0,Desktop,9.0,0.0,0,2289.77
08f59e64-6bb2-4df7,38.0,Female,East,Standard,22.0,58.26,10.0,1.0,Mobile,2.0,1.0,0,2592.03
18c4b2fd-bf6b-439f,49.0,Female,East,Basic,25.0,91.09,9.0,2.0,Desktop,,0.0,1,3522.58
ebb6d463-8de0-422e,50.0,Male,West,Premium,43.0,89.37,15.0,2.0,Desktop,4.0,0.0,0,8329.99
39a1f58b-e254-46ba,,Male,East,Basic,17.0,44.68,4.0,1.0,Desktop,17.0,0.0,1,1184.87
5e542016-220c-4bcb,22.0,Female,West,Basic,54.0,57.61,8.0,4.0,Desktop,3.0,0.0,0,3654.48
b9a12871-780b-40a1,38.0,Female,West,Standard,41.0,89.17,10.0,0.0,Desktop,6.0,0.0,0,5825.7
5fad638a-9ea8-4328,43.0,Female,North,Standard,70.0,16.66,12.0,5.0,Mobile,1.0,0.0,1,2488.06
a27765e9-d87a-4f0b,18.0,Male,North,Premium,7.0,43.76,5.0,5.0,Mobile,8.0,1.0,1,1120.03
6b5794eb-7b63-483e,54.0,Male,West,Premium,42.0,76.35,8.0,2.0,Desktop,10.0,0.0,1,6808.49
f77147f5-4803-43e3,18.0,Female,West,Basic,5.0,74.48,9.0,0.0,Mobile,0.0,1.0,0,1409.68
94e23edd-bdd9-40e3,53.0,Male,East,Basic,46.0,84.09,6.0,0.0,Tablet,0.0,1.0,1,4604.59
b35292ac-19ad-44d0,30.0,Male,North,Basic,69.0,28.38,5.0,4.0,Desktop,0.0,0.0,1,2031.53
6e1cc0a3-db16-4249,61.0,Male,East,Standard,22.0,20.76,13.0,0.0,Mobile,3.0,1.0,0,1547.81
8bbad291-8261-4093,21.0,Male,North,Basic,10.0,20.58,9.0,0.0,Desktop,1.0,0.0,1,924.53
1d005054-1c67-467a,50.0,Female,East,Basic,18.0,75.6,9.0,4.0,Mobile,13.0,0.0,1,1951.92
74b2d4cd-d315-40f8,45.0,Female,East,Premium,39.0,20.2,8.0,0.0,Mobile,5.0,0.0,0,2859.72
9c338a31-c1df-45e5,41.0,female,North,Standard,60.0,86.29,8.0,2.0,Desktop,4.0,1.0,1,7265.38
335b5da4-4ad9-40ff,46.0,female,North,Basic,16.0,69.79,12.0,0.0,Desktop,,1.0,0,1678.38
d8f4ac7a-d096-4eff,30.0,Female,South,Standard,66.0,16.94,6.0,0.0,Mobile,7.0,0.0,0,2427.78
66efe67e-0f37-475d,28.0,Male,West,Basic,49.0,39.12,2.0,2.0,Mobile,,1.0,1,2125.07
09609805-74d1-4465,35.0,Female,East,Basic,66.0,90.19,11.0,1.0,Desktop,4.0,1.0,1,6155.89
f9591b06-995f-4ae7,42.0,Male,South,Basic,43.0,57.28,5.0,1.0,Mobile,0.0,0.0,1,2662.02
dc482312-0dcc-4afe,40.0,Female,North,Basic,67.0,76.44,7.0,0.0,Tablet,5.0,0.0,0,5604.64
167ae94d-9501-42c3,38.0,Female,West,Basic,49.0,59.93,3.0,0.0,Tablet,19.0,0.0,1,3193.74
52035278-e59d-4908,,Female,North,Standard,8.0,63.16,3.0,0.0,Tablet,7.0,1.0,0,1561.33
d85697b5-8e08-4d74,66.0,Female,West,Basic,61.0,73.99,7.0,3.0,Mobile,6.0,1.0,1,5756.52
82b8f8db-1969-40a2,18.0,Male,North,Standard,52.0,55.44,3.0,3.0,Tablet,3.0,1.0,1,4163.05
fc7b06a3-f016-455e,29.0,Female,South,Premium,62.0,81.32,11.0,1.0,Tablet,1.0,0.0,0,9140.74
8c63c7a8-6deb-459f,53.0,Female,East,Prem.,24.0,19.89,8.0,4.0,Mobile,9.0,0.0,0,2158.92
1f31ae23-271f-41df,41.0,Female,East,Standard,21.0,15.24,10.0,1.0,Mobile,10.0,1.0,0,1215.75
ec94df3a-050e-4747,56.0,Male,East,Standard,47.0,17.72,4.0,0.0,Mobile,10.0,0.0,1,1639.85
97c4c0d5-040f-42ec,51.0,Male,West,Basic,31.0,47.2,2.0,1.0,Tablet,2.0,1.0,1,1454.44
a77cd62a-7bdc-410b,39.0,Female,North,Standard,14.0,42.01,9.0,3.0,Mobile,10.0,0.0,1,1501.32
8fdc776b-a240-4047,54.0,Male,South,Basic,34.0,88.14,3.0,1.0,Mobile,1.0,1.0,1,3924.19
837b3da2-e264-494c,25.0,Male,West,Basic,15.0,83.9,9.0,0.0,Mobile,6.0,1.0,0,1820.9
725732dc-5e4c-4abf,36.0,Female,North,Basic,20.0,71.81,6.0,1.0,Mobile,10.0,0.0,1,2164.75
03a205de-0f46-48fa,51.0,Male,West,Standard,65.0,46.31,11.0,1.0,Mobile,5.0,0.0,0,5101.31
